ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000002900	protein_coding	Lamb1	45.81
ENSMUSG00000002908	protein_coding	Kcnn1	54.3
ENSMUSG00000002910	protein_coding	Arrdc2	54.86
ENSMUSG00000002930	protein_coding	Ppp1r17	43.81
ENSMUSG00000002944	protein_coding	Cd36	37.16
ENSMUSG00000002948	protein_coding	Map2k7	54.41
ENSMUSG00000002949	protein_coding	Timm44	48.06
ENSMUSG00000002957	protein_coding	Ap2a2	47.67
ENSMUSG00000002963	protein_coding	Pnkp	55.55
ENSMUSG00000002968	protein_coding	Med25	54.75
ENSMUSG00000002980	protein_coding	Bcam	53.87
ENSMUSG00000002981	protein_coding	Clptm1	50.59
ENSMUSG00000002983	protein_coding	Relb	49.94
ENSMUSG00000002984	protein_coding	Tomm40	51.8
ENSMUSG00000002985	protein_coding	Apoe	54.64
ENSMUSG00000002992	protein_coding	Apoc2	53.83
ENSMUSG00000002996	protein_coding	Hbp1	40.21
ENSMUSG00000002997	protein_coding	Prkar2b	42.71
ENSMUSG00000003031	protein_coding	Cdkn1b	43.81
ENSMUSG00000003032	protein_coding	Klf4	52.76
ENSMUSG00000003033	protein_coding	Ap1m1	51.96
ENSMUSG00000003037	protein_coding	Rab8a	49.27
ENSMUSG00000003038	protein_coding	Hmgn2	52.59
ENSMUSG00000003039	protein_coding	Fam32a	49.22
ENSMUSG00000003051	protein_coding	Elf3	54.75
ENSMUSG00000003053	protein_coding	Cyp2c29	37.35
ENSMUSG00000003062	protein_coding	Stard3nl	42.85
ENSMUSG00000003068	protein_coding	Stk11	55.15
ENSMUSG00000003070	protein_coding	Efna2	55.51
ENSMUSG00000003072	protein_coding	Atp5d	55.93
ENSMUSG00000003099	protein_coding	Ppp5c	52.91
ENSMUSG00000003119	protein_coding	Cdk12	39.95
ENSMUSG00000003123	protein_coding	Lipe	52.42
ENSMUSG00000003131	protein_coding	Pafah1b2	44.08
ENSMUSG00000003134	protein_coding	Tbc1d8	47.3
ENSMUSG00000003135	protein_coding	Cnot11	45.97
ENSMUSG00000003153	protein_coding	Slc2a3	45.39
ENSMUSG00000003154	protein_coding	Foxj2	49.31
ENSMUSG00000003161	protein_coding	Sri	42.84
ENSMUSG00000003166	protein_coding	Dgcr2	46.9
ENSMUSG00000003184	protein_coding	Irf3	53.76
ENSMUSG00000003190	protein_coding	Bcl2l12	53.16
ENSMUSG00000003198	protein_coding	Zfp959	39.45
ENSMUSG00000003199	protein_coding	Mpnd	51.53
ENSMUSG00000003200	protein_coding	Sh3gl1	53.58
ENSMUSG00000003206	protein_coding	Ebi3	51.36
ENSMUSG00000003208	protein_coding	Yju2	52.88
ENSMUSG00000003226	protein_coding	Ranbp2	37.16
ENSMUSG00000003227	protein_coding	Edar	47.66
ENSMUSG00000003228	protein_coding	Grk5	43.6
ENSMUSG00000003233	protein_coding	Dvl3	51.45
ENSMUSG00000003234	protein_coding	Abcf3	47.96
ENSMUSG00000003235	protein_coding	Eif2b5	48.22
ENSMUSG00000003269	protein_coding	Cyth2	55.27
ENSMUSG00000003271	protein_coding	Sult2b1	49.4
ENSMUSG00000003273	protein_coding	Car11	55.52
ENSMUSG00000003279	protein_coding	Dlgap1	41.58
ENSMUSG00000003282	protein_coding	Plag1	39.19
ENSMUSG00000003283	protein_coding	Hck	47.81
ENSMUSG00000003299	protein_coding	Mrpl4	51.39
ENSMUSG00000003308	protein_coding	Keap1	53.48
ENSMUSG00000003309	protein_coding	Ap1m2	48.39
ENSMUSG00000003316	protein_coding	Glg1	41.82
ENSMUSG00000003341	protein_coding	Atp8b3	54.32
ENSMUSG00000003344	protein_coding	Btbd2	55.69
ENSMUSG00000003345	protein_coding	Csnk1g2	55.64
ENSMUSG00000003346	protein_coding	Abhd17a	57.79
ENSMUSG00000003348	protein_coding	Mob3a	51.81
ENSMUSG00000003352	protein_coding	Cacnb3	56.19
ENSMUSG00000003354	protein_coding	Ccdc65	48.11
ENSMUSG00000003355	protein_coding	Fkbp11	52.54
ENSMUSG00000003360	protein_coding	Ddx23	50.34
ENSMUSG00000003363	protein_coding	Pld3	49.75
ENSMUSG00000003378	protein_coding	Grik5	51.49
ENSMUSG00000003379	protein_coding	Cd79a	52.27
ENSMUSG00000003380	protein_coding	Rabac1	55.88
ENSMUSG00000003382	protein_coding	Etv3	47.97
ENSMUSG00000003402	protein_coding	Prkcsh	53.91
ENSMUSG00000003410	protein_coding	Elavl3	50.42
ENSMUSG00000003411	protein_coding	Rab3b	45.34
ENSMUSG00000003418	protein_coding	St8sia6	40.77
ENSMUSG00000003420	protein_coding	Fcgrt	50.36
ENSMUSG00000003421	protein_coding	Nosip	50.28
ENSMUSG00000003423	protein_coding	Pih1d1	53.27
ENSMUSG00000003429	protein_coding	Rps11	54.73
ENSMUSG00000003435	protein_coding	Supt5	49.71
ENSMUSG00000003436	protein_coding	Dll3	53.73
ENSMUSG00000003437	protein_coding	Paf1	48.59
ENSMUSG00000003438	protein_coding	Timm50	53.97
ENSMUSG00000003444	protein_coding	Med29	51.27
ENSMUSG00000003452	protein_coding	Bicd1	37.2
ENSMUSG00000003458	protein_coding	Ncstn	46.95
ENSMUSG00000003464	protein_coding	Pex19	46.76
ENSMUSG00000003469	protein_coding	Phyhip	53.02
ENSMUSG00000003476	protein_coding	Crhr2	51.29
ENSMUSG00000003477	protein_coding	Inmt	51.24
ENSMUSG00000003484	protein_coding	Cyp4f18	46.81
ENSMUSG00000003500	protein_coding	Impdh1	53.52
ENSMUSG00000003505	protein_coding	Psg18	47.17
ENSMUSG00000003518	protein_coding	Dusp3	50.03
ENSMUSG00000003526	protein_coding	Prodh	51.19
ENSMUSG00000003527	protein_coding	Ess2	50.85
ENSMUSG00000003528	protein_coding	Slc25a1	59.26
ENSMUSG00000003531	protein_coding	Dgcr6	47.41
ENSMUSG00000003534	protein_coding	Ddr1	53
ENSMUSG00000003541	protein_coding	Ier3	54.52
ENSMUSG00000003545	protein_coding	Fosb	54.81
ENSMUSG00000003546	protein_coding	Klc4	51.74
ENSMUSG00000003549	protein_coding	Ercc1	52.67
ENSMUSG00000003555	protein_coding	Cyp17a1	50.4
ENSMUSG00000003559	protein_coding	As3mt	45.17
ENSMUSG00000003573	protein_coding	Homer3	53.45
ENSMUSG00000003575	protein_coding	Crtc1	53.17
ENSMUSG00000003581	protein_coding	Rnf215	54.46
ENSMUSG00000003585	protein_coding	Sec14l2	50.96
ENSMUSG00000003604	protein_coding	Aven	42.31
ENSMUSG00000003617	protein_coding	Cp	39.46
ENSMUSG00000003623	protein_coding	Crot	40.8
ENSMUSG00000003644	protein_coding	Rps6ka1	52.31
ENSMUSG00000003657	protein_coding	Calb2	48.98
ENSMUSG00000003660	protein_coding	Snrnp200	45.13
ENSMUSG00000003662	protein_coding	Ciao1	44.64
ENSMUSG00000003665	protein_coding	Has1	44.85
ENSMUSG00000003680	protein_coding	Taf6l	48.71
ENSMUSG00000003721	protein_coding	Insig2	42.61
ENSMUSG00000003731	protein_coding	Kpna6	45.62
ENSMUSG00000003746	protein_coding	Man1a	39.94
ENSMUSG00000003752	protein_coding	Itpkc	49.05
ENSMUSG00000003762	protein_coding	Coq8b	48.84
ENSMUSG00000003778	protein_coding	Brd8	42.14
ENSMUSG00000003779	protein_coding	Kif20a	46.89
ENSMUSG00000003808	protein_coding	Farsa	48.51
ENSMUSG00000003809	protein_coding	Gcdh	48.67
ENSMUSG00000003810	protein_coding	Mast2	40.52
ENSMUSG00000003812	protein_coding	Dnase2a	52.04
ENSMUSG00000003813	protein_coding	Rad23a	52.22
ENSMUSG00000003814	protein_coding	Calr	48.79
ENSMUSG00000003824	protein_coding	Syce2	45.12
ENSMUSG00000003847	protein_coding	Nfat5	38.09
ENSMUSG00000003848	protein_coding	Nob1	48.72
ENSMUSG00000003849	protein_coding	Nqo1	46.88
ENSMUSG00000003863	protein_coding	Ppfia3	51.64
ENSMUSG00000003865	protein_coding	Gys1	49.63
ENSMUSG00000003868	protein_coding	Ruvbl2	54.18
ENSMUSG00000003872	protein_coding	Lin7b	57.07
ENSMUSG00000003873	protein_coding	Bax	51.6
ENSMUSG00000003882	protein_coding	Il7r	37.84
ENSMUSG00000003923	protein_coding	Tfam	43.75
ENSMUSG00000003929	protein_coding	Zfp81	38.89
ENSMUSG00000003934	protein_coding	Efnb3	56
ENSMUSG00000003948	protein_coding	Mmd	45.33
ENSMUSG00000003949	protein_coding	Hlf	46.73
ENSMUSG00000003955	protein_coding	Fam162a	45.77
ENSMUSG00000003970	protein_coding	Rpl8	53.02
ENSMUSG00000003974	protein_coding	Grm3	38.58
ENSMUSG00000003992	protein_coding	Ssbp2	39.64
ENSMUSG00000004018	protein_coding	Fancl	39.12
ENSMUSG00000004031	protein_coding	Brinp2	43.28
ENSMUSG00000004032	protein_coding	Gstm5	49.37
ENSMUSG00000004035	protein_coding	Gstm7	50.53
ENSMUSG00000004038	protein_coding	Gstm3	49.61
ENSMUSG00000004040	protein_coding	Stat3	46.51
ENSMUSG00000004043	protein_coding	Stat5a	49.86
ENSMUSG00000004044	protein_coding	Cavin1	52.87
ENSMUSG00000004054	protein_coding	Map3k11	55.01
ENSMUSG00000004056	protein_coding	Akt2	50.71
ENSMUSG00000004069	protein_coding	Dnaja3	48.34
ENSMUSG00000004070	protein_coding	Hmox2	43.62
ENSMUSG00000004071	protein_coding	Cdip1	44.69
ENSMUSG00000004085	protein_coding	Map3k20	43.11
ENSMUSG00000004096	protein_coding	Cwc15	41.46
ENSMUSG00000004098	protein_coding	Col5a3	51.21
ENSMUSG00000004099	protein_coding	Dnmt1	50.27
ENSMUSG00000004100	protein_coding	Ppan	55.97
ENSMUSG00000004105	protein_coding	Angptl2	50.79
ENSMUSG00000004110	protein_coding	Cacna1e	43.34
ENSMUSG00000004113	protein_coding	Cacna1b	46.66
ENSMUSG00000004127	protein_coding	Trmt10a	41.35
ENSMUSG00000004151	protein_coding	Etv1	38.39
ENSMUSG00000004187	protein_coding	Kifc2	54.43
ENSMUSG00000004207	protein_coding	Psap	50.99
ENSMUSG00000004221	protein_coding	Ikbkg	43.62
ENSMUSG00000004231	protein_coding	Pax2	49.47
ENSMUSG00000004233	protein_coding	Wars2	42.31
ENSMUSG00000004263	protein_coding	Atn1	53.11
ENSMUSG00000004264	protein_coding	Phb2	53.26
ENSMUSG00000004266	protein_coding	Ptpn6	50.61
ENSMUSG00000004267	protein_coding	Eno2	52.61
ENSMUSG00000004268	protein_coding	Emg1	46.38
ENSMUSG00000004270	protein_coding	Lpcat3	47.24
ENSMUSG00000004285	protein_coding	Atp6v1f	49.98
ENSMUSG00000004296	protein_coding	Il12b	43.85
ENSMUSG00000004317	protein_coding	Clcn5	40.82
ENSMUSG00000004319	protein_coding	Clcn3	37.97
ENSMUSG00000004328	protein_coding	Hif3a	49.79
ENSMUSG00000004341	protein_coding	Gpx6	45.21
ENSMUSG00000004344	protein_coding	Gpx5	44.49
ENSMUSG00000004347	protein_coding	Pde1c	40.71
ENSMUSG00000004356	protein_coding	Utp20	43.7
ENSMUSG00000004359	protein_coding	Spic	43.28
ENSMUSG00000004360	protein_coding	9330159F19Rik	37.19
ENSMUSG00000004364	protein_coding	Cul3	35.79
ENSMUSG00000004366	protein_coding	Sst	51.37
ENSMUSG00000004371	protein_coding	Il11	53.62
ENSMUSG00000004383	protein_coding	Large1	41.55
ENSMUSG00000004393	protein_coding	Ddx56	50.47
ENSMUSG00000004394	protein_coding	Tmed4	47.29
ENSMUSG00000004415	protein_coding	Col26a1	49.72
ENSMUSG00000004446	protein_coding	Bid	49.71
ENSMUSG00000004451	protein_coding	Ralb	48.16
ENSMUSG00000004455	protein_coding	Ppp1cc	48.96
ENSMUSG00000004460	protein_coding	Dnajb11	44.76
ENSMUSG00000004462	protein_coding	Tbccd1	43.26
ENSMUSG00000004473	protein_coding	Clec11a	53.84
ENSMUSG00000004500	protein_coding	Zfp324	50.58
ENSMUSG00000004508	protein_coding	Gab2	40.36
ENSMUSG00000004530	protein_coding	Coro1c	49.8
ENSMUSG00000004535	protein_coding	Tax1bp1	38.65
ENSMUSG00000004540	protein_coding	Psg17	47.46
ENSMUSG00000004542	protein_coding	Psg19	48.38
ENSMUSG00000004552	protein_coding	Ctse	46.74
ENSMUSG00000004558	protein_coding	Ndrg2	52.51
ENSMUSG00000004561	protein_coding	Mettl17	47.32
ENSMUSG00000004562	protein_coding	Arhgef40	51.09
ENSMUSG00000004565	protein_coding	Pnpla6	48.2
ENSMUSG00000004567	protein_coding	Mcoln1	49.43
ENSMUSG00000004568	protein_coding	Arhgef18	47.41
ENSMUSG00000004591	protein_coding	Pkn2	36.64
ENSMUSG00000004609	protein_coding	Cd33	44.28
ENSMUSG00000004610	protein_coding	Etfb	49.83
ENSMUSG00000004612	protein_coding	Nkg7	54.46
ENSMUSG00000004626	protein_coding	Stxbp2	51.32
ENSMUSG00000004630	protein_coding	Pcp2	51.26
ENSMUSG00000004631	protein_coding	Sgce	39.94
ENSMUSG00000004633	protein_coding	Chn2	45.02
ENSMUSG00000004637	protein_coding	Wwox	45.83
ENSMUSG00000004642	protein_coding	Slbp	44.11
ENSMUSG00000004651	protein_coding	Tyr	34.74
ENSMUSG00000004654	protein_coding	Ghrhr	50.52
ENSMUSG00000004655	protein_coding	Aqp1	52.91
ENSMUSG00000004661	protein_coding	Arid3b	46.71
ENSMUSG00000004665	protein_coding	Cnn2	53.91
ENSMUSG00000004667	protein_coding	Polr2e	55.6
ENSMUSG00000004668	protein_coding	Abca13	40.03
ENSMUSG00000004677	protein_coding	Myo9b	49.85
ENSMUSG00000004698	protein_coding	Hdac9	38.96
ENSMUSG00000004707	protein_coding	Ly9	43.85
ENSMUSG00000004709	protein_coding	Cd244a	44.26
ENSMUSG00000004730	protein_coding	Adgre1	41.16
ENSMUSG00000004748	protein_coding	Mtfp1	52.29
ENSMUSG00000004768	protein_coding	Rab23	46
ENSMUSG00000004771	protein_coding	Rab11a	39.5
ENSMUSG00000004788	protein_coding	Eif2b2	49.44
ENSMUSG00000004789	protein_coding	Dlst	44.8
ENSMUSG00000004791	protein_coding	Pgf	54.32
ENSMUSG00000004798	protein_coding	Ulk2	39.55
ENSMUSG00000004814	protein_coding	Ccl24	50.72
ENSMUSG00000004815	protein_coding	Dgkq	49.32
ENSMUSG00000004821	protein_coding	Tmed11	38.67
ENSMUSG00000004837	protein_coding	Grap	52.85
ENSMUSG00000004842	protein_coding	Pou1f1	35.75
ENSMUSG00000004843	protein_coding	Chmp2b	40.07
ENSMUSG00000004846	protein_coding	Plod3	56.15
ENSMUSG00000004849	protein_coding	Ap1s1	51.29
ENSMUSG00000004864	protein_coding	Mapk13	53.16
ENSMUSG00000004865	protein_coding	Srpk1	46.57
ENSMUSG00000004872	protein_coding	Pax3	42.51
ENSMUSG00000004880	protein_coding	Lbr	45.66
ENSMUSG00000004885	protein_coding	Crabp2	52.45
ENSMUSG00000004891	protein_coding	Nes	54.7
ENSMUSG00000004892	protein_coding	Bcan	56.31
ENSMUSG00000004894	protein_coding	Hapln2	53.07
ENSMUSG00000004895	protein_coding	Prcc	45.23
ENSMUSG00000004896	protein_coding	Rrnad1	49.59
ENSMUSG00000004897	protein_coding	Hdgf	52.15
ENSMUSG00000004902	protein_coding	Slc25a18	48.11
ENSMUSG00000004929	protein_coding	Thop1	56.78
ENSMUSG00000004931	protein_coding	Apba3	54.7
ENSMUSG00000004933	protein_coding	Matk	55.55
ENSMUSG00000004934	protein_coding	Pias4	56.39
ENSMUSG00000004936	protein_coding	Map2k1	45.23
ENSMUSG00000004937	protein_coding	Sgta	54.49
ENSMUSG00000004939	protein_coding	Nmrk2	53.43
ENSMUSG00000004945	protein_coding	Tmem242	45.76
ENSMUSG00000004947	protein_coding	Dtx2	50.66
ENSMUSG00000004948	protein_coding	Zp3	49.3
ENSMUSG00000004951	protein_coding	Hspb1	59.64
ENSMUSG00000004952	protein_coding	Rasa4	52.04
ENSMUSG00000004961	protein_coding	Syt5	50.28
ENSMUSG00000004980	protein_coding	Hnrnpa2b1	38.3
ENSMUSG00000004988	protein_coding	Fxyd4	47.65
ENSMUSG00000004994	protein_coding	Ccdc130	51.23
ENSMUSG00000004996	protein_coding	Mri1	49.7
ENSMUSG00000005034	protein_coding	Prkacb	40.73
ENSMUSG00000005043	protein_coding	Sgsh	53.91
ENSMUSG00000005045	protein_coding	Chd5	55.65
ENSMUSG00000005054	protein_coding	Cstb	52.71
ENSMUSG00000005057	protein_coding	Sh2b2	53.12
ENSMUSG00000005069	protein_coding	Pex5	47.32
ENSMUSG00000005078	protein_coding	Jkamp	44.7
ENSMUSG00000005087	protein_coding	Cd44	42.2
ENSMUSG00000005089	protein_coding	Slc1a2	43.96
ENSMUSG00000005102	protein_coding	Eif2ak4	44.79
ENSMUSG00000005103	protein_coding	Wdr1	49.74
ENSMUSG00000005107	protein_coding	Slc2a9	47.6
ENSMUSG00000005124	protein_coding	Ccn4	46.87
ENSMUSG00000005125	protein_coding	Ndrg1	48.95
ENSMUSG00000005131	protein_coding	4930550C14Rik	42.47
ENSMUSG00000005142	protein_coding	Man2b1	50.26
ENSMUSG00000005148	protein_coding	Klf5	44.32
ENSMUSG00000005150	protein_coding	Wdr83	49.74
ENSMUSG00000005161	protein_coding	Prdx2	48.61
ENSMUSG00000005198	protein_coding	Polr2a	45.41
ENSMUSG00000005202	protein_coding	Shbg	51.26
ENSMUSG00000005204	protein_coding	Senp3	47.84
ENSMUSG00000005220	protein_coding	Corin	41.47
ENSMUSG00000005225	protein_coding	Plekha8	42.8
ENSMUSG00000005232	protein_coding	G6pc2	41.62
ENSMUSG00000005233	protein_coding	Spc25	39.94
ENSMUSG00000005237	protein_coding	Dnah2	48.59
ENSMUSG00000005251	protein_coding	Ripk4	48.68
ENSMUSG00000005262	protein_coding	Ufd1	45.1
ENSMUSG00000005267	protein_coding	Zfp287	44.14
ENSMUSG00000005268	protein_coding	Prlr	40.18
ENSMUSG00000005299	protein_coding	Letm1	46.98
ENSMUSG00000005312	protein_coding	Ubqln1	43.1
ENSMUSG00000005320	protein_coding	Fgfr4	51.58
ENSMUSG00000005338	protein_coding	Cadm3	45.94
ENSMUSG00000005339	protein_coding	Fcer1a	37.92
ENSMUSG00000005354	protein_coding	Txn2	50.39
ENSMUSG00000005355	protein_coding	Casp14	45.7
ENSMUSG00000005357	protein_coding	Slc1a6	43.29
ENSMUSG00000005360	protein_coding	Slc1a3	43.59
ENSMUSG00000005362	protein_coding	Crbn	38.95
ENSMUSG00000005364	protein_coding	Il5ra	40.4
ENSMUSG00000005370	protein_coding	Msh6	45.11
ENSMUSG00000005371	protein_coding	Fbxo11	40.4
ENSMUSG00000005373	protein_coding	Mlxipl	49.94
ENSMUSG00000005374	protein_coding	Tbl2	47.45
ENSMUSG00000005378	protein_coding	Bud23	50.93
ENSMUSG00000005397	protein_coding	Nid1	45.07
ENSMUSG00000005410	protein_coding	Mcm5	46.5
ENSMUSG00000005413	protein_coding	Hmox1	48.64
ENSMUSG00000005417	protein_coding	Mprip	46.1
ENSMUSG00000005442	protein_coding	Cic	57.09
ENSMUSG00000005447	protein_coding	Pafah1b3	53.2
ENSMUSG00000005465	protein_coding	Il27ra	49.91
ENSMUSG00000005469	protein_coding	Prkaca	50.11
ENSMUSG00000005470	protein_coding	Asf1b	44.79
ENSMUSG00000005474	protein_coding	Myl10	52.59
ENSMUSG00000005481	protein_coding	Ddx39	52.01
ENSMUSG00000005483	protein_coding	Dnajb1	52.57
ENSMUSG00000005493	protein_coding	Msh4	42.18
ENSMUSG00000005501	protein_coding	Usp40	41.52
ENSMUSG00000005503	protein_coding	Evx1	58.84
ENSMUSG00000005505	protein_coding	Kbtbd4	45.65
ENSMUSG00000005506	protein_coding	Celf1	40.91
ENSMUSG00000005510	protein_coding	Ndufs3	44.59
ENSMUSG00000005514	protein_coding	Por	49.75
ENSMUSG00000005533	protein_coding	Igf1r	46.28
ENSMUSG00000005534	protein_coding	Insr	43.1
ENSMUSG00000005540	protein_coding	Fcer2a	48.1
ENSMUSG00000005547	protein_coding	Cyp2a5	46.22
ENSMUSG00000005553	protein_coding	Atp4a	52.93
ENSMUSG00000005566	protein_coding	Trim28	48.13
ENSMUSG00000005575	protein_coding	Ube2m	56.24
ENSMUSG00000005580	protein_coding	Adcy9	44.13
ENSMUSG00000005583	protein_coding	Mef2c	37.5
ENSMUSG00000005609	protein_coding	Ctr9	43.74
ENSMUSG00000005610	protein_coding	Eif4g2	41.86
ENSMUSG00000005611	protein_coding	Mrvi1	46.22
ENSMUSG00000005615	protein_coding	Pcyt1a	43.11
ENSMUSG00000005621	protein_coding	Zfp592	44.7
ENSMUSG00000005625	protein_coding	Psmd4	47.14
ENSMUSG00000005628	protein_coding	Tmod4	51.33
ENSMUSG00000005640	protein_coding	Insrr	52.64
ENSMUSG00000005649	protein_coding	Cabp5	41.88
ENSMUSG00000005656	protein_coding	Snx6	44.51
ENSMUSG00000005667	protein_coding	Mthfd2	44.82
ENSMUSG00000005672	protein_coding	Kit	46.01
ENSMUSG00000005674	protein_coding	Tomm40l	52.18
ENSMUSG00000005677	protein_coding	Nr1i3	50.51
ENSMUSG00000005681	protein_coding	Apoa2	51.73
ENSMUSG00000005682	protein_coding	Pan2	47.36
ENSMUSG00000005683	protein_coding	Cs	43.91
ENSMUSG00000005686	protein_coding	Ampd3	50.18
ENSMUSG00000005687	protein_coding	Bcas2	42.77
ENSMUSG00000005696	protein_coding	Sh2d1a	37.13
ENSMUSG00000005698	protein_coding	Ctcf	41.42
ENSMUSG00000005699	protein_coding	Pard6a	57
ENSMUSG00000005705	protein_coding	Agrp	48.37
ENSMUSG00000005716	protein_coding	Pvalb	52.25
ENSMUSG00000005718	protein_coding	Tfap4	50.64
ENSMUSG00000005732	protein_coding	Ranbp1	47.42
ENSMUSG00000005763	protein_coding	Cd247	46.73
ENSMUSG00000005774	protein_coding	Rfx5	50.06
ENSMUSG00000005779	protein_coding	Psmb4	49.84
ENSMUSG00000005800	protein_coding	Mmp8	40.99
ENSMUSG00000005802	protein_coding	Slc30a4	38.31
ENSMUSG00000005803	protein_coding	Sqor	42.3
ENSMUSG00000005804	protein_coding	Bloc1s6	43.12
ENSMUSG00000005813	protein_coding	Metap1	42.78
ENSMUSG00000005823	protein_coding	Gpr108	49.7
ENSMUSG00000005824	protein_coding	Tnfsf14	50.34
ENSMUSG00000005836	protein_coding	Gata6	45.08
ENSMUSG00000005846	protein_coding	Rsl1d1	43.76
ENSMUSG00000005864	protein_coding	Cnga2	43.35
ENSMUSG00000005871	protein_coding	Apc	41.37
ENSMUSG00000005873	protein_coding	Reep5	47.09
ENSMUSG00000005881	protein_coding	Ergic3	52.34
ENSMUSG00000005882	protein_coding	Uqcc1	45.98
ENSMUSG00000005883	protein_coding	Spo11	46.43
ENSMUSG00000005886	protein_coding	Ncoa2	44.28
ENSMUSG00000005891	protein_coding	Prl4a1	35.1
ENSMUSG00000005892	protein_coding	Trh	53.32
ENSMUSG00000005893	protein_coding	Nr2c2	41.02
ENSMUSG00000005897	protein_coding	Nr2c1	42.2
ENSMUSG00000005899	protein_coding	Smpd4	47.8
ENSMUSG00000005907	protein_coding	Pex1	42.41
ENSMUSG00000005917	protein_coding	Otx1	56
ENSMUSG00000005936	protein_coding	Kctd20	48.64
ENSMUSG00000005947	protein_coding	Itgae	48.42
ENSMUSG00000005949	protein_coding	Ctns	48.86
ENSMUSG00000005950	protein_coding	P2rx5	51.22
ENSMUSG00000005951	protein_coding	Shpk	46.36
ENSMUSG00000005952	protein_coding	Trpv1	48.35
ENSMUSG00000005958	protein_coding	Ephb3	53.68
ENSMUSG00000005968	protein_coding	Tuft1	45.45
ENSMUSG00000005973	protein_coding	Rcn1	47.93
ENSMUSG00000005980	protein_coding	Dnase1	51.02
ENSMUSG00000005981	protein_coding	Trap1	46.73
ENSMUSG00000005982	protein_coding	Naa60	45.19
ENSMUSG00000005983	protein_coding	1700037C18Rik	48.1
ENSMUSG00000005986	protein_coding	Ankrd13d	49.24
ENSMUSG00000005994	protein_coding	Tyrp1	39.02
ENSMUSG00000006005	protein_coding	Tpr	37.73
ENSMUSG00000006007	protein_coding	Pdc	35.85
ENSMUSG00000006010	protein_coding	Odr4	38.55
ENSMUSG00000006014	protein_coding	Prg4	40.48
ENSMUSG00000006019	protein_coding	Dhx34	54
ENSMUSG00000006021	protein_coding	Kptn	51.26
ENSMUSG00000006024	protein_coding	Napa	53
ENSMUSG00000006050	protein_coding	Sra1	44.09
ENSMUSG00000006056	protein_coding	Calcoco2	44.45
ENSMUSG00000006057	protein_coding	Atp5g1	48.23
ENSMUSG00000006058	protein_coding	Snf8	45.02
ENSMUSG00000006095	protein_coding	Tbcb	49.59
ENSMUSG00000006127	protein_coding	Inpp5k	49.04
ENSMUSG00000006134	protein_coding	Crkl	42.83
ENSMUSG00000006143	protein_coding	Upk3bl	50.35
ENSMUSG00000006154	protein_coding	Eps8l1	50.56
ENSMUSG00000006169	protein_coding	Clint1	42.89
ENSMUSG00000006179	protein_coding	Prss16	49.3
ENSMUSG00000006191	protein_coding	Cdkal1	41.89
ENSMUSG00000006200	protein_coding	Rhox6	49.25
ENSMUSG00000006204	protein_coding	Cdcp3	43.94
ENSMUSG00000006205	protein_coding	Htra1	48.47
ENSMUSG00000006215	protein_coding	Zbtb17	53.48
